area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type,locality_price_idx,is_urban,is_furnished,is_semi_furnished,furnished_score,log_area,bhk_area_ratio,age_x_bhk,urban_x_area,bhk_squared,log_locality_idx,log_price,geo_cluster,cluster_price_pct,bhk_x_furnish,furnish_x_urban,monthly_yield,small_unit_flag,rental_demand_idx,effective_area
453.04,1,Whitefield,RURAL,17,Unfurnished,13.029763837504955,77.5093191466916,9199.44,RENT,46424.53117960878,0,0,0,0,6.118185299887139,0.002207310612749426,17,0.0,1,10.745604827827153,9.127006587980457,3,0.23553719008264462,0,0,20.30602154335158,0,46424.53117960878,453.04
677.0,1,Indiranagar,URBAN,28,Semi-Furnished,13.04525933156135,77.55601882606554,17122.0,RENT,65509.15425458694,1,0,1,1,6.519147287940395,0.0014771048744460858,28,677.0,1,11.08996043639552,9.748177867988971,3,0.7252066115702479,1,1,25.29098966026588,1,75335.52739277497,710.85
1387.0,3,Electronic City,URBAN,12,Semi-Furnished,12.97890222953303,77.49648433579885,24426.0,RENT,39802.96674081362,1,0,1,1,7.23561914106675,0.0021629416005767843,36,1387.0,9,10.591721853160731,10.103444356875002,3,0.07541322314049587,3,1,17.610670511896178,0,45773.411751935666,1456.3500000000001
1863.0,3,Electronic City,URBAN,29,Semi-Furnished,12.93586147537554,77.682297098479,24479.0,RENT,39802.96674081362,1,0,1,1,7.530479995245536,0.001610305958132045,87,1863.0,9,10.591721853160731,10.105611736626262,3,0.07541322314049587,3,1,13.139559849704778,0,45773.411751935666,1956.15
1643.0,3,Whitefield,URBAN,26,Semi-Furnished,12.95968904524496,77.69739994571364,29571.0,RENT,46424.53117960878,1,0,1,1,7.404887575616125,0.0018259281801582471,78,1643.0,9,10.745604827827153,10.294583246676991,3,0.23553719008264462,3,1,17.998174071819843,0,53388.21085655009,1725.15
2678.0,4,Koramangala,URBAN,14,Unfurnished,13.05352959637226,77.41255440255875,67386.0,RENT,70283.37416412332,1,0,0,0,7.893198869544609,0.0014936519790888724,56,2678.0,16,11.160304779466756,11.1182073999587,3,0.9054752066115702,0,0,25.162808065720686,0,70283.37416412332,2678.0
2398.0,3,Electronic City,URBAN,27,Semi-Furnished,12.986378526777663,77.60340165104535,32463.0,RENT,39802.96674081362,1,0,1,1,7.782807262839695,0.0012510425354462051,81,2398.0,9,10.591721853160731,10.387887062065596,3,0.07541322314049587,3,1,13.537531276063387,0,45773.411751935666,2517.9
4362.0,5,Electronic City,URBAN,18,Semi-Furnished,12.883042039134846,77.68419442731583,60520.0,RENT,39802.96674081362,1,0,1,1,8.38091517312361,0.0011462631820265932,90,4362.0,25,10.591721853160731,11.010745691229099,3,0.07541322314049587,5,1,13.874369555249885,0,45773.411751935666,4580.1
2150.0,3,Indiranagar,URBAN,14,Unfurnished,12.830159465235866,77.68334177565718,54989.0,RENT,65509.15425458694,1,0,0,0,7.67368812926773,0.0013953488372093023,42,2150.0,9,11.08996043639552,10.91490662950186,8,0.704,0,0,25.57627906976744,0,65509.15425458694,2150.0
1056.0,2,HSR Layout,URBAN,6,Semi-Furnished,12.976157510140135,77.44138854908272,27547.0,RENT,58818.781023240605,1,0,1,1,6.963189985870238,0.001893939393939394,12,1056.0,4,10.982233489272776,10.223685216664588,3,0.5588842975206612,2,1,26.086174242424242,0,67641.5981767267,1108.8
1645.0,2,Koramangala,URBAN,9,Semi-Furnished,12.87284655650337,77.60056262308377,44929.0,RENT,70283.37416412332,1,0,1,1,7.406103381237015,0.0012158054711246201,18,1645.0,4,11.160304779466756,10.712861002064205,3,0.9054752066115702,2,1,27.312462006079027,0,80825.88028874181,1727.25
2350.0,4,Indiranagar,RURAL,4,Semi-Furnished,12.869425127987746,77.52350119452515,45228.0,RENT,65509.15425458694,0,0,1,1,7.762596048540069,0.001702127659574468,16,0.0,16,11.08996043639552,10.719493753007932,3,0.7252066115702479,4,0,19.24595744680851,0,75335.52739277497,2467.5
2369.0,3,Indiranagar,URBAN,12,Semi-Furnished,12.895001901487165,77.49434508518841,62958.0,RENT,65509.15425458694,1,0,1,1,7.7706452341291765,0.001266357112705783,36,2369.0,9,11.08996043639552,11.050238999864765,3,0.7252066115702479,3,1,26.575770367243564,0,75335.52739277497,2487.4500000000003
4097.0,5,Bellandur,URBAN,11,Furnished,13.08435562192155,77.41865310509353,95207.0,RENT,53497.79779374558,1,1,0,2,8.318254328798846,0.00122040517451794,55,4097.0,25,10.887414461486676,11.463819250862276,3,0.3992768595041322,10,2,23.2382230900659,0,69547.13713186925,4506.700000000001
3754.0,4,Indiranagar,URBAN,15,Furnished,13.058731443013398,77.79640025603734,104548.0,RENT,65509.15425458694,1,1,0,2,8.230843564198235,0.0010655301012253596,60,3754.0,16,11.08996043639552,11.557411140009506,3,0.7252066115702479,8,2,27.849760255727226,0,85161.90053096302,4129.400000000001
1716.0,2,Electronic City,URBAN,11,Semi-Furnished,13.091173596559305,77.78004150222061,28004.0,RENT,39802.96674081362,1,0,1,1,7.448333860897476,0.0011655011655011655,22,1716.0,4,10.591721853160731,10.240138344643933,3,0.07541322314049587,2,1,16.31934731934732,0,45773.411751935666,1801.8000000000002
888.0,1,Whitefield,URBAN,19,Unfurnished,12.923744659780784,77.45265624635131,15010.0,RENT,46424.53117960878,1,0,0,0,6.790097235513905,0.0011261261261261261,19,888.0,1,10.745604827827153,9.616538544660177,3,0.23553719008264462,0,0,16.903153153153152,1,46424.53117960878,888.0
2559.0,4,HSR Layout,URBAN,6,Furnished,13.093940298539705,77.77670125516462,68495.0,RENT,58818.781023240605,1,1,0,2,7.847762537473608,0.0015631105900742479,24,2559.0,16,10.982233489272776,11.134530628384727,3,0.5588842975206612,8,2,26.7663149667839,0,76464.41533021278,2814.9
4299.0,5,Bellandur,RURAL,12,Semi-Furnished,12.94713809480277,77.40309005650136,56599.0,RENT,53497.79779374558,0,0,1,1,8.366370301681654,0.0011630611770179111,60,0.0,25,10.887414461486676,10.943764264191275,3,0.3992768595041322,5,0,13.165619911607351,0,61522.46746280741,4513.95
4751.0,5,Indiranagar,URBAN,26,Unfurnished,13.01943447821261,77.67601164536873,99031.0,RENT,65509.15425458694,1,0,0,0,8.466320861042481,0.0010524100189433804,130,4751.0,25,11.08996043639552,11.503198309211646,3,0.7252066115702479,0,0,20.84424331719638,0,65509.15425458694,4751.0
3981.0,4,HSR Layout,URBAN,9,Semi-Furnished,12.89157996140368,77.41397392356727,99755.0,RENT,58818.781023240605,1,0,1,1,8.289539484624141,0.001004772670183371,36,3981.0,16,10.982233489272776,11.51048248331909,3,0.5588842975206612,4,1,25.057774428535545,0,67641.5981767267,4180.05
1560.0,3,HSR Layout,RURAL,25,Semi-Furnished,12.892810060140894,77.74264605132565,22922.0,RENT,58818.781023240605,0,0,1,1,7.353081920515432,0.0019230769230769232,75,0.0,9,10.982233489272776,10.039896052315676,6,0.5720720720720721,3,0,14.693589743589744,0,67641.5981767267,1638.0
4964.92,5,Indiranagar,URBAN,27,Semi-Furnished,12.866706935957572,77.54157047801776,110822.0,RENT,65509.15425458694,1,0,1,1,8.510353856393447,0.0010070655720535275,135,4964.92,25,11.08996043639552,11.615689612980756,3,0.7252066115702479,5,1,22.321004165223204,0,75335.52739277497,5213.166
757.0,1,Electronic City,URBAN,29,Unfurnished,12.804449552736376,77.52296277023862,10737.0,RENT,39802.96674081362,1,0,0,0,6.630683385642372,0.001321003963011889,29,757.0,1,10.591721853160731,9.281544130982514,8,0.096,0,0,14.183619550858653,1,39802.96674081362,757.0
3541.0,5,HSR Layout,URBAN,12,Unfurnished,13.045208721011836,77.735430168589,76132.0,RENT,58818.781023240605,1,0,0,0,8.17244681834278,0.001412030499858797,60,3541.0,25,10.982233489272776,11.240237089802585,3,0.5588842975206612,0,0,21.500141203049985,0,58818.781023240605,3541.0
2852.0,5,Whitefield,URBAN,5,Semi-Furnished,12.930915762490365,77.53128981714201,56979.0,RENT,46424.53117960878,1,0,1,1,7.9561263512135,0.0017531556802244039,25,2852.0,25,10.745604827827153,10.950455608051898,3,0.23553719008264462,5,1,19.978611500701263,0,53388.21085655009,2994.6
3179.0,5,Bellandur,URBAN,10,Furnished,13.017730902084368,77.52012446276903,80277.0,RENT,53497.79779374558,1,1,0,2,8.064636475774222,0.0015728216420257944,50,3179.0,25,10.887414461486676,11.293250889794763,3,0.3992768595041322,10,2,25.252280591380938,0,69547.13713186925,3496.9
4087.0,4,Koramangala,URBAN,14,Furnished,13.000736205070028,77.64732523255047,112124.0,RENT,70283.37416412332,1,1,0,2,8.31581113188354,0.0009787129924149743,56,4087.0,16,11.160304779466756,11.627369599361097,3,0.9054752066115702,8,2,27.434303890384143,0,91368.38641336032,4495.700000000001
2885.0,4,Indiranagar,URBAN,11,Semi-Furnished,13.005146908236052,77.46261028376924,74214.0,RENT,65509.15425458694,1,0,1,1,7.9676267393338165,0.0013864818024263432,44,2885.0,16,11.08996043639552,11.214721565058865,3,0.7252066115702479,4,1,25.724090121317158,0,75335.52739277497,3029.25
4343.0,5,Koramangala,URBAN,0,Furnished,12.841301079278304,77.50508720707327,131389.60000000006,RENT,70283.37416412332,1,1,0,2,8.37655086161377,0.0011512779184895234,0,4343.0,25,11.160304779466756,11.785929845183018,8,0.88,10,2,30.25318903983423,0,91368.38641336032,4777.3
1724.0,3,HSR Layout,URBAN,15,Semi-Furnished,13.090298682742546,77.56572746010094,39666.0,RENT,58818.781023240605,1,0,1,1,7.45298232946546,0.0017401392111368909,45,1724.0,9,10.982233489272776,10.588274886751593,3,0.5588842975206612,3,1,23.00812064965197,0,67641.5981767267,1810.2
1384.0,2,Bellandur,URBAN,20,Furnished,12.876124616118467,77.78225767225112,34819.0,RENT,53497.79779374558,1,1,0,2,7.233455418621439,0.001445086705202312,40,1384.0,4,10.887414461486676,10.45794721332218,6,0.3918918918918919,4,2,25.158236994219653,0,69547.13713186925,1522.4
3743.0,5,Koramangala,RURAL,9,Unfurnished,12.90090203686374,77.48273557387277,66280.0,RENT,70283.37416412332,0,0,0,0,8.227909837597483,0.0013358268768367619,45,0.0,25,11.160304779466756,11.101658558934227,3,0.9054752066115702,0,0,17.707721079348115,0,70283.37416412332,3743.0
3702.0,5,Koramangala,RURAL,19,Furnished,12.844588065330925,77.59211552791622,72344.0,RENT,70283.37416412332,0,1,0,2,8.216898580913613,0.001350621285791464,95,0.0,25,11.160304779466756,11.189201621171183,8,0.88,10,0,19.541869259859535,0,91368.38641336032,4072.2000000000003
4689.0,5,Indiranagar,URBAN,12,Furnished,13.072073129548876,77.5243157516863,131389.60000000006,RENT,65509.15425458694,1,1,0,2,8.453187861440325,0.0010663254425250586,60,4689.0,25,11.08996043639552,11.785929845183018,3,0.7252066115702479,10,2,28.020814672638103,0,85161.90053096302,5157.900000000001
4063.0,5,Bellandur,URBAN,22,Semi-Furnished,13.03662484370038,77.7092664063429,72054.0,RENT,53497.79779374558,1,0,1,1,8.309922989258318,0.0012306177701206006,110,4063.0,25,10.887414461486676,11.185184995272461,3,0.3992768595041322,5,1,17.73418656165395,0,61522.46746280741,4266.150000000001
