area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type,locality_price_idx,is_urban,is_furnished,is_semi_furnished,furnished_score,log_area,bhk_area_ratio,age_x_bhk,urban_x_area,bhk_squared,log_locality_idx,log_price,geo_cluster,cluster_price_pct,size_tier,premium_location,value_density,age_factor,bhk_premium
2278.0,3,Electronic City,RURAL,25,Unfurnished,12.8026037475013,77.40534624813272,6069140.0,SALE,13287462.601624476,0,0,0,0,7.731492029245684,0.0013169446883230904,75,0.0,9,16.402331562334098,15.618727637370656,8,0.26063829787234044,4,0,5832.951098167022,0.6666666666666666,0
2265.0,3,Koramangala,URBAN,2,Furnished,13.015288519060825,77.656536384596,28587304.0,SALE,23548107.33883813,1,1,0,2,7.725771441587952,0.0013245033112582781,6,2265.0,9,16.97455604988572,17.168473296126812,9,0.5,4,1,10396.515381385489,0.9615384615384615,0
4497.0,4,Electronic City,URBAN,25,Unfurnished,13.025703191902652,77.63468627356872,16543400.0,SALE,13287462.601624476,1,0,0,0,8.411388132519262,0.00088948187680676,100,4497.0,16,16.402331562334098,16.621497849155134,1,0.17063492063492064,4,0,2954.7392932231432,0.6666666666666666,1
3900.0,5,Whitefield,URBAN,17,Semi-Furnished,13.025321941830924,77.64450180256911,24007478.0,SALE,16830216.25128554,1,0,1,1,8.268988209506656,0.001282051282051282,85,3900.0,25,16.63868647465679,16.993875964767234,1,0.5158730158730159,4,0,4315.44006443219,0.7462686567164178,1
1925.0,3,Electronic City,URBAN,1,Semi-Furnished,12.984779321667528,77.77873555287006,11991639.0,SALE,13287462.601624476,1,0,1,1,7.563200592358071,0.0015584415584415584,3,1925.0,9,16.402331562334098,16.29972029830062,1,0.17063492063492064,4,0,6902.577974869858,0.9803921568627451,0
1977.0,3,Whitefield,URBAN,14,Unfurnished,12.906272059590137,77.77367777676342,12502090.0,SALE,16830216.25128554,1,0,0,0,7.589841512182657,0.0015174506828528073,42,1977.0,9,16.63868647465679,16.34140646828279,6,0.5101351351351351,4,0,8513.007714357887,0.78125,0
1960.0,3,Bellandur,URBAN,26,Furnished,13.027990109508718,77.4618634000742,13872318.0,SALE,18161715.65250959,1,1,0,2,7.581209826196346,0.001530612244897959,78,1960.0,9,16.714826455993023,16.44540597370115,5,0.5310077519379846,4,0,9266.181455362035,0.6578947368421053,0
494.0,1,HSR Layout,RURAL,22,Semi-Furnished,12.931506696056095,77.50179636307865,3447070.0,SALE,20393050.158753116,0,0,1,1,6.20455776256869,0.0020242914979757085,22,0.0,1,16.830704771314164,15.053035442907994,0,0.9595959595959596,1,0,41281.478054156105,0.6944444444444444,0
3914.0,5,Electronic City,URBAN,14,Unfurnished,12.858694323965812,77.51552616251915,17939723.0,SALE,13287462.601624476,1,0,0,0,8.272570608424903,0.0012774655084312723,70,3914.0,25,16.402331562334098,16.702528029861195,8,0.26063829787234044,4,0,3394.8550336291455,0.78125,1
4265.0,4,Indiranagar,RURAL,12,Semi-Furnished,12.953551209244331,77.60094619556908,24600251.0,SALE,23825868.31698633,0,0,1,1,8.358431899031295,0.0009378663540445487,48,0.0,16,16.986282494435372,17.01826724475256,10,0.8296703296703297,4,1,5586.370062599374,0.8064516129032259,1
1061.0,3,Indiranagar,URBAN,23,Furnished,12.83501177636074,77.67261189244982,11670139.0,SALE,23825868.31698633,1,1,0,2,6.967909201801884,0.002827521206409048,69,1061.0,9,16.986282494435372,16.272544000763187,4,0.8589743589743589,2,1,22456.049309129434,0.684931506849315,0
1666.0,3,Bellandur,RURAL,12,Unfurnished,12.846469305646876,77.55747758135901,7941801.0,SALE,18161715.65250959,0,0,0,0,7.418780882750794,0.001800720288115246,36,0.0,9,16.714826455993023,15.887650759614635,8,0.9468085106382979,3,0,10901.389947484748,0.8064516129032259,0
1045.0,2,HSR Layout,RURAL,11,Semi-Furnished,12.87343383939823,77.69756150516636,5804759.0,SALE,20393050.158753116,0,0,1,1,6.952728644624869,0.0019138755980861245,22,0.0,4,16.830704771314164,15.574188828590206,4,0.16666666666666666,2,0,19514.880534691976,0.819672131147541,0
1465.0,2,Whitefield,URBAN,0,Furnished,12.877234696352778,77.59052210747795,13239480.0,SALE,16830216.25128554,1,1,0,2,7.290292882446597,0.0013651877133105802,0,1465.0,4,16.63868647465679,16.39871390830905,8,0.7021276595744681,3,0,11488.202219307537,1.0,0
4693.0,5,Whitefield,URBAN,1,Unfurnished,12.99591677239852,77.42024003396187,28747696.0,SALE,16830216.25128554,1,0,0,0,8.454040376410969,0.001065416577881952,5,4693.0,25,16.63868647465679,17.174068217651282,5,0.1937984496124031,4,0,3586.2382806915707,0.9803921568627451,1
4141.0,5,Koramangala,URBAN,11,Unfurnished,12.848938511897895,77.58342339291626,39950691.0,SALE,23548107.33883813,1,0,0,0,8.328934041955529,0.001207437816952427,55,4141.0,25,16.97455604988572,17.503156551678604,10,0.47802197802197804,4,1,5686.575063713627,0.819672131147541,1
2465.0,3,Whitefield,URBAN,4,Furnished,12.922022166152336,77.75584361092626,18422462.0,SALE,16830216.25128554,1,1,0,2,7.81035268372429,0.0012170385395537525,12,2465.0,9,16.63868647465679,16.72908129320765,6,0.5101351351351351,4,0,6827.6739356127955,0.9259259259259258,0
561.0,1,HSR Layout,URBAN,19,Furnished,13.018287015439764,77.6438223767679,5927787.0,SALE,20393050.158753116,1,1,0,2,6.331501849893691,0.0017825311942959,19,561.0,1,16.830704771314164,15.595161682835435,9,0.17727272727272728,1,0,36351.24805481839,0.7246376811594204,0
438.0,1,HSR Layout,URBAN,8,Unfurnished,12.924487550660755,77.68536762436027,4709257.0,SALE,20393050.158753116,1,0,0,0,6.0844994130751715,0.00228310502283105,8,438.0,1,16.830704771314164,15.365040916427331,2,0.13636363636363635,1,0,46559.47524829479,0.8620689655172414,0
606.0,1,Electronic City,RURAL,0,Semi-Furnished,13.055691357892483,77.69065481130954,3446380.08,SALE,13287462.601624476,0,0,1,1,6.408528791059498,0.0016501650165016502,0,0.0,1,16.402331562334098,15.052835276142694,1,0.17063492063492064,1,0,21926.50594327471,1.0,0
3454.0,4,Indiranagar,RURAL,18,Furnished,12.980101597510725,77.68464496113911,22155482.0,SALE,23825868.31698633,0,1,0,2,8.14757773620177,0.0011580775911986102,72,0.0,16,16.986282494435372,16.913595563325956,2,0.8376623376623377,4,1,6898.051047187704,0.7352941176470589,1
899.0,2,Koramangala,URBAN,1,Furnished,12.957787129780412,77.49314190057876,14353069.0,SALE,23548107.33883813,1,1,0,2,6.802394763324311,0.002224694104560623,2,899.0,4,16.97455604988572,16.479474414570817,7,0.30357142857142855,2,1,26193.667785136964,0.9803921568627451,0
1343.0,2,Electronic City,URBAN,17,Unfurnished,12.965825549970535,77.75998005868946,6474794.0,SALE,13287462.601624476,1,0,0,0,7.203405521083095,0.0014892032762472078,34,1343.0,4,16.402331562334098,15.68342750481702,1,0.17063492063492064,3,0,9893.866419675707,0.7462686567164178,0
3420.0,5,HSR Layout,RURAL,17,Furnished,12.926439634534791,77.52644359260086,20340987.0,SALE,20393050.158753116,0,1,0,2,8.137688184977605,0.0014619883040935672,85,0.0,25,16.830704771314164,16.82814852164295,0,0.9595959595959596,4,0,5962.880163378104,0.7462686567164178,1
4824.0,5,Electronic City,URBAN,14,Furnished,13.016969345286414,77.57740364071205,25266979.0,SALE,13287462.601624476,1,1,0,2,8.481566013773087,0.0010364842454394694,70,4824.0,25,16.402331562334098,17.045008962923006,3,0.5079365079365079,4,0,2754.4491296899823,0.78125,1
4320.0,5,HSR Layout,URBAN,0,Semi-Furnished,13.000949585689169,77.40747538199187,40412947.0,SALE,20393050.158753116,1,0,1,1,8.371242135931933,0.0011574074074074073,0,4320.0,25,16.830704771314164,17.514660786633314,5,0.8410852713178295,4,0,4720.613462674332,1.0,1
1063.0,3,Whitefield,URBAN,11,Semi-Furnished,12.948889127492084,77.47629991651627,8504526.0,SALE,16830216.25128554,1,0,1,1,6.96979066990159,0.0028222013170272815,33,1063.0,9,16.63868647465679,15.956109167921062,0,0.19696969696969696,2,0,15832.75282341067,0.819672131147541,0
4572.0,4,Bellandur,URBAN,4,Semi-Furnished,12.887452924833674,77.77116463603856,33908815.0,SALE,18161715.65250959,1,0,1,1,8.427924723658055,0.0008748906386701663,16,4572.0,16,16.714826455993023,17.33918559753825,6,0.8445945945945946,4,0,3972.3787516425173,0.9259259259259258,1
2741.0,4,HSR Layout,URBAN,13,Semi-Furnished,13.083412767117744,77.49290025856095,22542685.0,SALE,20393050.158753116,1,0,1,1,7.91644286012226,0.001459321415541773,52,2741.0,16,16.830704771314164,16.93092122540345,5,0.8410852713178295,4,0,7440.003706221494,0.7936507936507936,1
2033.0,2,Koramangala,URBAN,11,Semi-Furnished,12.883274322290498,77.426710455285,20352768.0,SALE,23548107.33883813,1,0,1,1,7.617759576608505,0.000983767830791933,22,2033.0,4,16.97455604988572,16.828727529392427,11,0.5421052631578948,4,1,11582.935237992195,0.819672131147541,0
3972.0,5,Whitefield,RURAL,10,Semi-Furnished,13.031377165975362,77.76823348763563,16375539.0,SALE,16830216.25128554,0,0,1,1,8.287276755814599,0.0012588116817724068,50,0.0,25,16.63868647465679,16.611299316041094,1,0.5158730158730159,4,0,4237.214564774809,0.8333333333333334,1
3254.0,4,HSR Layout,URBAN,20,Semi-Furnished,12.849542029424915,77.40790253167432,22898742.0,SALE,20393050.158753116,1,0,1,1,8.08794755464267,0.001229256299938537,80,3254.0,16,16.830704771314164,16.946592576188216,11,0.18421052631578946,4,0,6267.071345652464,0.7142857142857143,1
1029.0,2,Indiranagar,URBAN,17,Furnished,12.857539867236978,77.56944876708852,11755481.0,SALE,23825868.31698633,1,1,0,2,6.937314081223682,0.001943634596695821,34,1029.0,4,16.986282494435372,16.27983024294383,10,0.8296703296703297,2,1,23154.390978606734,0.7462686567164178,0
2003.0,3,Whitefield,URBAN,0,Unfurnished,12.908977081204448,77.50949434353994,13155549.0,SALE,16830216.25128554,1,0,0,0,7.602900462204755,0.0014977533699450823,0,2003.0,9,16.63868647465679,16.392354280780573,0,0.19696969696969696,4,0,8402.504369089138,1.0,0
4942.0,5,Koramangala,URBAN,16,Unfurnished,12.84371157574676,77.4284896114943,40787293.0,SALE,23548107.33883813,1,0,0,0,8.505727713306959,0.0010117361392148927,80,4942.0,25,16.97455604988572,17.523881169303998,11,0.5421052631578948,4,1,4764.894240962794,0.7575757575757576,1
4235.0,5,Koramangala,URBAN,20,Furnished,12.957069613285332,77.70560067819228,44026672.0,SALE,23548107.33883813,1,1,0,2,8.351374706721296,0.0011806375442739079,100,4235.0,25,16.97455604988572,17.600306212760238,2,0.4675324675324675,4,1,5560.355924164848,0.7142857142857143,1
436.0,1,Koramangala,URBAN,25,Semi-Furnished,12.869287691044148,77.68633012751762,5237607.0,SALE,23548107.33883813,1,0,1,1,6.07993319509559,0.0022935779816513763,25,436.0,1,16.97455604988572,15.47137546352499,4,0.5192307692307693,1,1,54009.420501922315,0.6666666666666666,0
435.15999999999997,2,Koramangala,URBAN,19,Furnished,12.979575277838896,77.77484962314135,7576195.0,SALE,23548107.33883813,1,1,0,2,6.078009148508167,0.004596010662744738,38,435.15999999999997,4,16.97455604988572,15.84052178468552,2,0.4675324675324675,1,1,54113.67620837883,0.7246376811594204,0
1338.0,2,Indiranagar,RURAL,2,Unfurnished,12.899597469027112,77.42138141912196,9182120.0,SALE,23825868.31698633,0,0,0,0,7.199678345691172,0.0014947683109118087,4,0.0,4,16.986282494435372,16.03276878166135,11,0.8631578947368421,3,1,17807.076470094416,0.9615384615384615,0
1729.0,3,HSR Layout,URBAN,10,Semi-Furnished,12.909148188069013,77.65114871237444,15896155.0,SALE,20393050.158753116,1,0,1,1,7.455876687491824,0.001735106998264893,30,1729.0,9,16.830704771314164,16.58158787695527,10,0.15384615384615385,3,0,11794.708015473172,0.8333333333333334,0
1701.0,3,Electronic City,URBAN,6,Furnished,12.867348406520726,77.55616139347887,11447441.0,SALE,13287462.601624476,1,1,0,2,7.43955930913332,0.001763668430335097,18,1701.0,9,16.402331562334098,16.25327685689212,8,0.26063829787234044,3,0,7811.559436581115,0.8928571428571428,0
4507.0,5,Whitefield,URBAN,12,Furnished,12.81354750210665,77.72598318699715,33248826.0,SALE,16830216.25128554,1,1,0,2,8.413608875159667,0.0011093854004881295,60,4507.0,25,16.63868647465679,17.31953004624836,6,0.5101351351351351,4,0,3734.2392392468473,0.8064516129032259,1
3628.0,5,Koramangala,URBAN,5,Semi-Furnished,12.961466066408333,77.40876043037055,35904958.0,SALE,23548107.33883813,1,0,1,1,8.19671240721307,0.0013781697905181918,25,3628.0,25,16.97455604988572,17.396385977623662,7,0.30357142857142855,4,1,6490.658031653288,0.9090909090909091,1
3213.0,4,Koramangala,URBAN,7,Semi-Furnished,12.867558958467574,77.48718194186405,32205314.0,SALE,23548107.33883813,1,0,1,1,8.075271546297458,0.0012449424214130097,28,3213.0,16,16.97455604988572,17.287642059005186,11,0.5421052631578948,4,1,7329.009442526652,0.8771929824561403,1
4393.0,5,Bellandur,URBAN,8,Semi-Furnished,12.945241738135383,77.4947271658085,29466702.0,SALE,18161715.65250959,1,0,1,1,8.387995252944556,0.0011381743683132257,40,4393.0,25,16.714826455993023,17.198771471970677,0,0.6515151515151515,4,0,4134.239848055905,0.8620689655172414,1
3694.0,5,Whitefield,URBAN,19,Semi-Furnished,12.845925445652425,77.54701033385622,22921998.0,SALE,16830216.25128554,1,0,1,1,8.214735833382303,0.0013535462912831618,95,3694.0,25,16.63868647465679,16.94760766241257,8,0.7021276595744681,4,0,4556.095357684229,0.7246376811594204,1
3936.0,5,HSR Layout,URBAN,0,Furnished,12.861505767461628,77.63881657873388,36953040.0,SALE,20393050.158753116,1,1,0,2,8.278174290943738,0.0012703252032520325,0,3936.0,25,16.830704771314164,17.425158502377947,4,0.16666666666666666,4,0,5181.161117569389,1.0,1
1462.0,2,Koramangala,URBAN,11,Furnished,12.980214093110565,77.76305850639532,17709562.0,SALE,23548107.33883813,1,1,0,2,7.288244401020124,0.0013679890560875513,22,1462.0,4,16.97455604988572,16.6896153341299,2,0.4675324675324675,3,1,16106.776565552756,0.819672131147541,0
4813.0,4,Koramangala,URBAN,18,Unfurnished,12.834326204046809,77.41568059963302,34274117.0,SALE,23548107.33883813,1,0,0,0,8.479283618343016,0.0008310824849366299,72,4813.0,16,16.97455604988572,17.349901050039975,11,0.5421052631578948,4,1,4892.604890679021,0.7352941176470589,1
3378.0,4,Koramangala,URBAN,2,Furnished,12.877809860623245,77.66807966652598,45457465.83999995,SALE,23548107.33883813,1,1,0,2,8.12533508671429,0.0011841326228537595,8,3378.0,16,16.97455604988572,17.632287652002834,4,0.5192307692307693,4,1,6971.020526595065,0.9615384615384615,1
4948.21,5,Koramangala,URBAN,26,Unfurnished,12.831831456714625,77.53196872841743,35870498.0,SALE,23548107.33883813,1,0,0,0,8.50698324686635,0.0010104664110860292,130,4948.21,25,16.97455604988572,17.395425760758233,11,0.5421052631578948,4,1,4758.914302108869,0.6578947368421053,1
565.0,1,Whitefield,URBAN,2,Semi-Furnished,12.9795458319278,77.53379224324962,5343254.0,SALE,16830216.25128554,1,0,1,1,6.338594078203183,0.0017699115044247787,2,565.0,1,16.63868647465679,15.491345575797691,5,0.1937984496124031,1,0,29787.993365107155,0.9615384615384615,0
1931.0,2,Whitefield,URBAN,29,Unfurnished,12.839387118231384,77.55746809159031,8666496.0,SALE,16830216.25128554,1,0,0,0,7.566311014772463,0.0010357327809425167,58,1931.0,4,16.63868647465679,15.974975230202938,8,0.7021276595744681,4,0,8715.803340903958,0.6329113924050632,0
2946.0,4,Indiranagar,URBAN,14,Furnished,12.89019556190155,77.73135924779939,30285961.0,SALE,23825868.31698633,1,1,0,2,7.988542982737695,0.0013577732518669382,56,2946.0,16,16.986282494435372,17.226194862792806,4,0.8589743589743589,4,1,8087.5316758269955,0.78125,1
1657.0,3,Indiranagar,URBAN,7,Furnished,12.801386496510204,77.40163426198589,20457770.0,SALE,23825868.31698633,1,1,0,2,7.4133673356952405,0.0018105009052504525,21,1657.0,9,16.986282494435372,16.83387336827137,11,0.8631578947368421,3,1,14378.91871876061,0.8771929824561403,0
673.0,1,HSR Layout,RURAL,21,Semi-Furnished,12.882971094628491,77.77765143960615,3786115.0,SALE,20393050.158753116,0,0,1,1,6.513230110912307,0.0014858841010401188,21,0.0,1,16.830704771314164,15.146851249479075,4,0.16666666666666666,1,0,30301.709002604926,0.7042253521126761,0
1669.0,3,Indiranagar,RURAL,27,Semi-Furnished,12.800099890365534,77.77535460845336,8730394.0,SALE,23825868.31698633,0,0,1,1,7.4205789054108005,0.0017974835230677051,81,0.0,9,16.986282494435372,15.982321173069408,4,0.8589743589743589,3,1,14275.535240854602,0.6493506493506493,0
